product_id,customer_id,promo_id,week,on_promo,planned_lift_pct,actual_lift_pct,promo_price
NWO-1010,CUST_MEGA,PROMO_5053,2024-03-11,1,0.48,0.54,84.94
NWO-1010,CUST_DIRECT,PROMO_5054,2025-06-23,1,0.85,0.71,90.34
NWO-1010,CUST_NEST,PROMO_5055,2026-03-02,1,1.11,1.05,86.29
NWO-1010,CUST_NEST,PROMO_5055,2026-03-09,1,1.11,1.12,86.29
NWO-1010,CUST_DIRECT,PROMO_5056,2023-08-07,1,0.59,0.49,82.25
NWO-1010,CUST_DIRECT,PROMO_5056,2023-08-14,1,0.59,0.73,82.25
NWO-1010,CUST_DIRECT,PROMO_5056,2023-08-21,1,0.59,0.6,82.25
NWO-1010,CUST_MEGA,PROMO_5057,2026-08-10,1,1.02,,
NWO-1010,CUST_MEGA,PROMO_5057,2026-08-17,1,1.02,,
NWO-1011,CUST_STREAM,PROMO_5058,2024-04-29,1,1.02,1.05,78.32
NWO-1011,CUST_STREAM,PROMO_5058,2024-05-06,1,1.02,1.1,78.32
NWO-1011,CUST_STREAM,PROMO_5059,2026-03-23,1,0.44,0.33,65.09
NWO-1011,CUST_STREAM,PROMO_5059,2026-03-30,1,0.44,0.37,65.09
NWO-1011,CUST_STREAM,PROMO_5059,2026-04-06,1,0.44,0.43,65.09
NWO-1011,CUST_NEST,PROMO_5060,2024-04-01,1,0.57,0.52,87.47
NWO-1011,CUST_NEST,PROMO_5060,2024-04-08,1,0.57,0.48,87.47
NWO-1011,CUST_STREAM,PROMO_5061,2026-05-11,1,0.39,0.36,65.09
NWO-1011,CUST_CLUB,PROMO_5062,2025-01-13,1,0.58,0.63,90.52
NWO-1011,CUST_NEST,PROMO_5063,2024-09-09,1,0.96,0.95,69.16
NWO-1011,CUST_NEST,PROMO_5063,2024-09-16,1,0.96,0.84,69.16
NWO-1011,CUST_NEST,PROMO_5064,2024-11-11,1,0.95,0.99,85.44
NWO-1011,CUST_NEST,PROMO_5064,2024-11-18,1,0.95,0.81,85.44
NWO-1011,CUST_NEST,PROMO_5065,2024-05-13,1,0.49,0.48,69.16
NWO-1012,CUST_CLUB,PROMO_5066,2026-05-25,1,0.96,1.02,35.76
NWO-1012,CUST_CLUB,PROMO_5066,2026-06-01,1,0.96,0.9,35.76
NWO-1012,CUST_CLUB,PROMO_5066,2026-06-08,1,0.96,,
NWO-1012,CUST_MEGA,PROMO_5067,2024-10-28,1,0.9,0.92,40.6
NWO-1012,CUST_CLUB,PROMO_5068,2025-09-15,1,0.86,0.93,37.21
NWO-1012,CUST_CLUB,PROMO_5068,2025-09-22,1,0.86,0.69,37.21
NWO-1012,CUST_DIRECT,PROMO_5069,2024-07-22,1,0.58,0.63,40.11
NWO-1012,CUST_DIRECT,PROMO_5069,2024-07-29,1,0.58,0.56,40.11
NWO-1012,CUST_DIRECT,PROMO_5069,2024-08-05,1,0.58,0.49,40.11
NWO-1012,CUST_STREAM,PROMO_5070,2026-05-04,1,0.49,0.45,33.35
NWO-1012,CUST_STREAM,PROMO_5070,2026-05-11,1,0.49,0.63,33.35
NWO-1012,CUST_STREAM,PROMO_5070,2026-05-18,1,0.49,0.51,33.35
NWO-1012,CUST_CLUB,PROMO_5071,2025-06-30,1,0.61,0.6,29.48
NWO-1012,CUST_CLUB,PROMO_5071,2025-07-07,1,0.61,0.61,29.48
NWO-1012,CUST_CLUB,PROMO_5071,2025-07-14,1,0.61,0.6,29.48
NWO-1013,CUST_CLUB,PROMO_5072,2026-08-24,1,0.64,,
NWO-1013,CUST_CLUB,PROMO_5072,2026-08-31,1,0.64,,
NWO-1013,CUST_DIRECT,PROMO_5073,2026-08-10,1,1.09,,
NWO-1013,CUST_DIRECT,PROMO_5073,2026-08-17,1,1.09,,
NWO-1013,CUST_MEGA,PROMO_5074,2024-05-27,1,0.86,0.82,24.05
NWO-1013,CUST_MEGA,PROMO_5074,2024-06-03,1,0.86,0.84,24.05
NWO-1013,CUST_NEST,PROMO_5075,2024-11-18,1,0.24,0.34,29.39
NWO-1013,CUST_DIRECT,PROMO_5076,2026-09-28,1,0.39,,
NWO-1013,CUST_MEGA,PROMO_5077,2023-07-03,1,1.07,1.17,21.04
NWO-1014,CUST_DIRECT,PROMO_5078,2024-01-01,1,0.27,0.3,158.17
NWO-1014,CUST_DIRECT,PROMO_5078,2024-01-08,1,0.27,0.24,158.17
NWO-1014,CUST_MEGA,PROMO_5079,2024-12-02,1,0.94,0.86,126.18
NWO-1014,CUST_MEGA,PROMO_5079,2024-12-09,1,0.94,0.85,126.18
NWO-1014,CUST_MEGA,PROMO_5079,2024-12-16,1,0.94,0.95,126.18
NWO-1014,CUST_CLUB,PROMO_5080,2025-06-16,1,0.68,0.71,106.63
NWO-1014,CUST_DIRECT,PROMO_5081,2024-08-26,1,0.79,0.69,136.84
NWO-1014,CUST_DIRECT,PROMO_5081,2024-09-02,1,0.79,0.76,136.84
NWO-1014,CUST_NEST,PROMO_5082,2024-11-11,1,0.49,0.59,111.96
NWO-1014,CUST_NEST,PROMO_5082,2024-11-18,1,0.49,0.5,111.96
NWO-1014,CUST_NEST,PROMO_5082,2024-11-25,1,0.49,0.5,111.96
NWO-1014,CUST_CLUB,PROMO_5083,2024-08-26,1,0.92,0.98,154.62
NWO-1014,CUST_CLUB,PROMO_5083,2024-09-02,1,0.92,0.99,154.62
NWO-1014,CUST_CLUB,PROMO_5083,2024-09-09,1,0.92,0.7,154.62
NWO-1014,CUST_STREAM,PROMO_5084,2023-08-28,1,0.38,0.32,119.07
NWO-1014,CUST_STREAM,PROMO_5084,2023-09-04,1,0.38,0.43,119.07
NWO-1014,CUST_NEST,PROMO_5085,2024-09-09,1,0.39,0.34,151.06
NWO-1014,CUST_NEST,PROMO_5085,2024-09-16,1,0.39,0.43,151.06
NWO-1014,CUST_NEST,PROMO_5085,2024-09-23,1,0.39,0.28,151.06
NWO-1014,CUST_CLUB,PROMO_5086,2025-07-28,1,0.96,1.07,108.41
NWO-1015,CUST_MEGA,PROMO_5087,2025-04-28,1,0.46,0.49,103.82
NWO-1015,CUST_MEGA,PROMO_5087,2025-05-05,1,0.46,0.46,103.82
NWO-1015,CUST_MEGA,PROMO_5087,2025-05-12,1,0.46,0.55,103.82
NWO-1015,CUST_STREAM,PROMO_5088,2026-03-23,1,0.42,0.38,151.48
NWO-1015,CUST_CLUB,PROMO_5089,2023-10-16,1,0.42,0.47,108.93
NWO-1015,CUST_CLUB,PROMO_5089,2023-10-23,1,0.42,0.27,108.93
NWO-1015,CUST_CLUB,PROMO_5090,2026-10-05,1,0.84,,
NWO-1015,CUST_CLUB,PROMO_5090,2026-10-12,1,0.84,,
NWO-1015,CUST_CLUB,PROMO_5090,2026-10-19,1,0.84,,
NWO-1015,CUST_MEGA,PROMO_5091,2025-02-03,1,0.9,0.82,151.48
NWO-1015,CUST_MEGA,PROMO_5091,2025-02-10,1,0.9,0.95,151.48
NWO-1015,CUST_MEGA,PROMO_5091,2025-02-17,1,0.9,0.92,151.48
NWO-1015,CUST_STREAM,PROMO_5092,2024-08-05,1,0.48,0.5,142.97
NWO-1015,CUST_NEST,PROMO_5093,2024-11-25,1,0.34,0.4,134.46
NWO-1015,CUST_STREAM,PROMO_5094,2024-12-30,1,0.45,0.43,108.93
NWO-1015,CUST_DIRECT,PROMO_5095,2025-09-01,1,0.9,1.03,148.07
NWO-1016,CUST_NEST,PROMO_5096,2025-12-01,1,0.98,1.0,77.99
NWO-1016,CUST_NEST,PROMO_5096,2025-12-08,1,0.98,0.98,77.99
NWO-1016,CUST_NEST,PROMO_5096,2025-12-15,1,0.98,0.97,77.99
NWO-1016,CUST_NEST,PROMO_5097,2025-11-10,1,0.63,0.61,75.8
NWO-1016,CUST_MEGA,PROMO_5098,2026-08-10,1,0.34,,
NWO-1016,CUST_MEGA,PROMO_5098,2026-08-17,1,0.34,,
NWO-1017,CUST_CLUB,PROMO_5099,2024-01-15,1,0.59,0.63,58.1
NWO-1017,CUST_CLUB,PROMO_5099,2024-01-22,1,0.59,0.63,58.1
NWO-1017,CUST_CLUB,PROMO_5100,2023-10-02,1,0.79,0.72,47.54
NWO-1017,CUST_CLUB,PROMO_5100,2023-10-09,1,0.79,0.89,47.54
NWO-1017,CUST_CLUB,PROMO_5100,2023-10-16,1,0.79,0.76,47.54
NWO-1017,CUST_NEST,PROMO_5101,2025-09-08,1,0.29,0.32,62.63
NWO-1017,CUST_NEST,PROMO_5101,2025-09-15,1,0.29,0.31,62.63
NWO-1017,CUST_NEST,PROMO_5101,2025-09-22,1,0.29,0.31,62.63
NWO-1017,CUST_MEGA,PROMO_5102,2023-12-04,1,0.28,0.22,51.31
NWO-1017,CUST_NEST,PROMO_5103,2023-10-23,1,0.73,0.73,49.8
NWO-1018,CUST_CLUB,PROMO_5104,2026-06-01,1,1.02,0.98,63.5
NWO-1018,CUST_CLUB,PROMO_5104,2026-06-08,1,1.02,,
NWO-1018,CUST_CLUB,PROMO_5104,2026-06-15,1,1.02,,
NWO-1018,CUST_STREAM,PROMO_5105,2026-11-09,1,0.65,,
NWO-1018,CUST_NEST,PROMO_5106,2026-10-12,1,1.08,,
NWO-1018,CUST_NEST,PROMO_5106,2026-10-19,1,1.08,,
NWO-1018,CUST_NEST,PROMO_5106,2026-10-26,1,1.08,,
NWO-1019,CUST_NEST,PROMO_5107,2026-06-08,1,0.58,,
NWO-1019,CUST_DIRECT,PROMO_5108,2025-09-01,1,0.62,0.69,29.06
NWO-1019,CUST_DIRECT,PROMO_5108,2025-09-08,1,0.62,0.56,29.06
NWO-1019,CUST_DIRECT,PROMO_5108,2025-09-15,1,0.62,0.65,29.06
NWO-1019,CUST_NEST,PROMO_5109,2026-03-23,1,0.4,0.38,25.72
NWO-1019,CUST_NEST,PROMO_5109,2026-03-30,1,0.4,0.37,25.72
NWO-1020,CUST_NEST,PROMO_5110,2025-01-27,1,0.44,0.42,98.63
NWO-1020,CUST_CLUB,PROMO_5111,2024-04-01,1,0.33,0.25,76.59
NWO-1020,CUST_STREAM,PROMO_5112,2023-10-23,1,0.52,0.48,92.83
NWO-1020,CUST_STREAM,PROMO_5113,2023-07-24,1,0.65,0.6,92.83
NWO-1020,CUST_MEGA,PROMO_5114,2023-07-03,1,0.93,0.91,77.75
NWO-1020,CUST_MEGA,PROMO_5114,2023-07-10,1,0.93,0.99,77.75
NWO-1020,CUST_MEGA,PROMO_5115,2025-03-10,1,0.85,0.94,77.75
NWO-1020,CUST_MEGA,PROMO_5115,2025-03-17,1,0.85,0.86,77.75
NWO-1020,CUST_MEGA,PROMO_5115,2025-03-24,1,0.85,0.77,77.75
NWO-1020,CUST_MEGA,PROMO_5116,2023-08-28,1,0.75,0.99,96.31
NWO-1020,CUST_MEGA,PROMO_5116,2023-09-04,1,0.75,0.66,96.31
NWO-1020,CUST_MEGA,PROMO_5116,2023-09-11,1,0.75,0.87,96.31
NWO-1021,CUST_STREAM,PROMO_5117,2025-03-31,1,0.68,0.56,440.13
NWO-1021,CUST_STREAM,PROMO_5117,2025-04-07,1,0.68,0.7,440.13
NWO-1021,CUST_STREAM,PROMO_5117,2025-04-14,1,0.68,0.78,440.13
NWO-1021,CUST_CLUB,PROMO_5118,2024-12-30,1,0.79,0.8,472.33
NWO-1021,CUST_CLUB,PROMO_5119,2025-02-17,1,0.54,0.55,338.15
NWO-1021,CUST_CLUB,PROMO_5119,2025-02-24,1,0.54,0.49,338.15
NWO-1021,CUST_CLUB,PROMO_5119,2025-03-03,1,0.54,0.58,338.15
NWO-1021,CUST_NEST,PROMO_5120,2024-06-24,1,0.77,0.73,472.33
NWO-1022,CUST_MEGA,PROMO_5121,2023-08-28,1,0.71,0.66,432.67
NWO-1022,CUST_CLUB,PROMO_5122,2025-04-14,1,0.69,0.8,349.47
NWO-1022,CUST_NEST,PROMO_5123,2025-03-31,1,1.01,0.95,393.84
NWO-1022,CUST_CLUB,PROMO_5124,2026-03-09,1,0.64,0.67,355.01
NWO-1022,CUST_CLUB,PROMO_5124,2026-03-16,1,0.64,0.73,355.01
NWO-1022,CUST_CLUB,PROMO_5125,2023-10-23,1,0.83,0.79,482.6
NWO-1022,CUST_CLUB,PROMO_5125,2023-10-30,1,0.83,0.9,482.6
NWO-1022,CUST_CLUB,PROMO_5126,2025-04-07,1,0.39,0.35,404.94
NWO-1022,CUST_DIRECT,PROMO_5127,2023-09-25,1,0.43,0.42,482.6
NWO-1022,CUST_DIRECT,PROMO_5127,2023-10-02,1,0.43,0.48,482.6
NWO-1022,CUST_DIRECT,PROMO_5127,2023-10-09,1,0.43,0.45,482.6
NWO-1023,CUST_CLUB,PROMO_5128,2026-08-03,1,0.92,,
NWO-1023,CUST_CLUB,PROMO_5128,2026-08-10,1,0.92,,
NWO-1023,CUST_NEST,PROMO_5129,2025-01-20,1,0.98,1.0,88.56
NWO-1023,CUST_NEST,PROMO_5129,2025-01-27,1,0.98,0.92,88.56
NWO-1023,CUST_NEST,PROMO_5129,2025-02-03,1,0.98,0.95,88.56
NWO-1023,CUST_MEGA,PROMO_5130,2026-08-03,1,0.77,,
NWO-1023,CUST_MEGA,PROMO_5130,2026-08-10,1,0.77,,
NWO-1023,CUST_MEGA,PROMO_5131,2024-11-11,1,0.45,0.39,115.9
NWO-1023,CUST_DIRECT,PROMO_5132,2023-11-06,1,0.74,0.61,98.97
NWO-1023,CUST_CLUB,PROMO_5133,2025-12-15,1,0.74,0.7,98.97
NWO-1023,CUST_CLUB,PROMO_5133,2025-12-22,1,0.74,0.79,98.97
NWO-1023,CUST_CLUB,PROMO_5133,2025-12-29,1,0.74,0.8,98.97
NWO-1024,CUST_CLUB,PROMO_5134,2023-07-03,1,0.28,0.43,82.55
NWO-1024,CUST_CLUB,PROMO_5134,2023-07-10,1,0.28,0.38,82.55
NWO-1024,CUST_CLUB,PROMO_5134,2023-07-17,1,0.28,0.38,82.55
NWO-1024,CUST_STREAM,PROMO_5135,2026-06-08,1,0.65,,
NWO-1024,CUST_STREAM,PROMO_5135,2026-06-15,1,0.65,,
NWO-1024,CUST_CLUB,PROMO_5136,2024-10-28,1,0.55,0.42,95.93
NWO-1024,CUST_MEGA,PROMO_5137,2024-05-06,1,0.51,0.54,97.05
NWO-1024,CUST_MEGA,PROMO_5137,2024-05-13,1,0.51,0.42,97.05
NWO-1024,CUST_MEGA,PROMO_5138,2023-07-31,1,0.36,0.39,82.55
NWO-1024,CUST_MEGA,PROMO_5138,2023-08-07,1,0.36,0.42,82.55
NWO-1024,CUST_MEGA,PROMO_5138,2023-08-14,1,0.36,0.3,82.55
NWO-1024,CUST_CLUB,PROMO_5139,2024-07-15,1,0.87,0.85,99.28
NWO-1024,CUST_STREAM,PROMO_5140,2026-07-13,1,0.63,,
NWO-1024,CUST_STREAM,PROMO_5140,2026-07-20,1,0.63,,
NWO-1024,CUST_STREAM,PROMO_5140,2026-07-27,1,0.63,,
NWO-1024,CUST_MEGA,PROMO_5141,2026-02-23,1,0.71,0.65,92.59
NWO-1024,CUST_MEGA,PROMO_5141,2026-03-02,1,0.71,0.58,92.59
NWO-1024,CUST_MEGA,PROMO_5141,2026-03-09,1,0.71,0.68,92.59
NWO-1025,CUST_MEGA,PROMO_5142,2026-03-16,1,1.15,0.96,35.07
NWO-1025,CUST_MEGA,PROMO_5142,2026-03-23,1,1.15,1.06,35.07
NWO-1026,CUST_CLUB,PROMO_5143,2025-11-24,1,0.91,0.97,20.71
NWO-1026,CUST_CLUB,PROMO_5143,2025-12-01,1,0.91,0.92,20.71
NWO-1026,CUST_CLUB,PROMO_5144,2023-07-10,1,1.09,1.1,18.29
NWO-1026,CUST_CLUB,PROMO_5144,2023-07-17,1,1.09,0.84,18.29
NWO-1026,CUST_CLUB,PROMO_5144,2023-07-24,1,1.09,1.01,18.29
NWO-1026,CUST_STREAM,PROMO_5145,2026-06-01,1,0.52,0.52,20.71
NWO-1026,CUST_STREAM,PROMO_5146,2025-12-29,1,0.86,0.84,19.64
NWO-1026,CUST_STREAM,PROMO_5146,2026-01-05,1,0.86,1.02,19.64
NWO-1026,CUST_STREAM,PROMO_5146,2026-01-12,1,0.86,0.69,19.64
NWO-1026,CUST_NEST,PROMO_5147,2026-04-20,1,1.0,0.97,19.37
NWO-1026,CUST_NEST,PROMO_5147,2026-04-27,1,1.0,0.98,19.37
NWO-1026,CUST_DIRECT,PROMO_5148,2026-11-23,1,0.75,,
NWO-1026,CUST_CLUB,PROMO_5149,2026-08-24,1,0.8,,
NWO-1027,CUST_STREAM,PROMO_5150,2026-09-07,1,0.38,,
NWO-1027,CUST_STREAM,PROMO_5150,2026-09-14,1,0.38,,
NWO-1028,CUST_CLUB,PROMO_5151,2026-08-10,1,0.35,,
NWO-1028,CUST_DIRECT,PROMO_5152,2026-06-22,1,0.27,,
NWO-1028,CUST_DIRECT,PROMO_5152,2026-06-29,1,0.27,,
NWO-1029,CUST_STREAM,PROMO_5153,2026-08-10,1,0.71,,
NWO-1029,CUST_STREAM,PROMO_5153,2026-08-17,1,0.71,,
NWO-1029,CUST_STREAM,PROMO_5153,2026-08-24,1,0.71,,
NWO-1029,CUST_DIRECT,PROMO_5154,2026-06-01,1,1.03,1.1,76.71
NWO-1029,CUST_DIRECT,PROMO_5154,2026-06-08,1,1.03,,
NWO-1029,CUST_DIRECT,PROMO_5154,2026-06-15,1,1.03,,
NWO-1029,CUST_NEST,PROMO_5155,2024-04-08,1,0.7,0.71,84.73
NWO-1029,CUST_NEST,PROMO_5155,2024-04-15,1,0.7,0.79,84.73
NWO-1029,CUST_NEST,PROMO_5155,2024-04-22,1,0.7,0.78,84.73
NWO-1029,CUST_NEST,PROMO_5156,2024-07-08,1,0.66,0.69,73.28
NWO-1029,CUST_NEST,PROMO_5156,2024-07-15,1,0.66,0.54,73.28
NWO-1029,CUST_NEST,PROMO_5156,2024-07-22,1,0.66,0.73,73.28
NWO-1030,CUST_STREAM,PROMO_5157,2025-12-15,1,0.76,0.73,56.67
NWO-1030,CUST_STREAM,PROMO_5157,2025-12-22,1,0.76,0.83,56.67
NWO-1030,CUST_STREAM,PROMO_5157,2025-12-29,1,0.76,0.77,56.67
NWO-1030,CUST_DIRECT,PROMO_5158,2025-02-03,1,0.79,0.76,43.54
NWO-1030,CUST_CLUB,PROMO_5159,2023-06-05,1,0.97,0.99,42.85
NWO-1030,CUST_CLUB,PROMO_5159,2023-06-12,1,0.97,1.0,42.85
