product_id,from_site_id,to_site_id,week,ship_qty,ship_value
NWO-1001,PLANT_01,DC_NORTH,2024-09-16,132,10335.6
NWO-1001,PLANT_01,DC_NORTH,2024-09-23,151,11823.3
NWO-1001,PLANT_01,DC_NORTH,2024-09-30,103,8064.9
NWO-1001,PLANT_01,DC_NORTH,2024-10-07,178,13937.4
NWO-1001,PLANT_01,DC_NORTH,2024-10-14,116,9082.8
NWO-1001,PLANT_01,DC_NORTH,2024-10-21,178,13937.4
NWO-1001,PLANT_01,DC_NORTH,2024-10-28,117,9161.1
NWO-1001,PLANT_01,DC_NORTH,2024-11-04,189,14798.7
NWO-1001,PLANT_01,DC_NORTH,2024-11-11,144,11275.2
NWO-1001,PLANT_01,DC_NORTH,2024-11-18,157,12293.1
NWO-1001,PLANT_01,DC_NORTH,2024-11-25,174,13624.2
NWO-1001,PLANT_01,DC_NORTH,2024-12-02,208,16286.4
NWO-1001,PLANT_01,DC_NORTH,2024-12-09,196,15346.8
NWO-1001,PLANT_01,DC_NORTH,2024-12-16,153,11979.9
NWO-1001,PLANT_01,DC_NORTH,2024-12-23,162,12684.6
NWO-1001,PLANT_01,DC_NORTH,2024-12-30,243,19026.9
NWO-1001,PLANT_01,DC_NORTH,2025-01-06,127,9944.1
NWO-1001,PLANT_01,DC_NORTH,2025-01-13,110,8613.0
NWO-1001,PLANT_01,DC_NORTH,2025-01-20,98,7673.4
NWO-1001,PLANT_01,DC_NORTH,2025-01-27,131,10257.3
NWO-1001,PLANT_01,DC_NORTH,2025-02-03,109,8534.7
NWO-1001,PLANT_01,DC_NORTH,2025-02-10,127,9944.1
NWO-1001,PLANT_01,DC_NORTH,2025-02-17,136,10648.8
NWO-1001,PLANT_01,DC_NORTH,2025-02-24,81,6342.3
NWO-1001,PLANT_01,DC_NORTH,2025-03-03,132,10335.6
NWO-1001,PLANT_01,DC_NORTH,2025-03-10,153,11979.9
NWO-1001,PLANT_01,DC_NORTH,2025-03-17,151,11823.3
NWO-1001,PLANT_01,DC_NORTH,2025-03-24,157,12293.1
NWO-1001,PLANT_01,DC_NORTH,2025-03-31,103,8064.9
NWO-1001,PLANT_01,DC_NORTH,2025-04-07,132,10335.6
NWO-1001,PLANT_01,DC_NORTH,2025-04-14,123,9630.9
NWO-1001,PLANT_01,DC_NORTH,2025-04-21,139,10883.7
NWO-1001,PLANT_01,DC_NORTH,2025-04-28,145,11353.5
NWO-1001,PLANT_01,DC_NORTH,2025-05-05,115,9004.5
NWO-1001,PLANT_01,DC_NORTH,2025-05-12,147,11510.1
NWO-1001,PLANT_01,DC_NORTH,2025-05-19,134,10492.2
NWO-1001,PLANT_01,DC_NORTH,2025-05-26,136,10648.8
NWO-1001,PLANT_01,DC_NORTH,2025-06-02,137,10727.1
NWO-1001,PLANT_01,DC_NORTH,2025-06-09,138,10805.4
NWO-1001,PLANT_01,DC_NORTH,2025-06-16,152,11901.6
NWO-1001,PLANT_01,DC_NORTH,2025-06-23,132,10335.6
NWO-1001,PLANT_01,DC_NORTH,2025-06-30,142,11118.6
NWO-1001,PLANT_01,DC_NORTH,2025-07-07,142,11118.6
NWO-1001,PLANT_01,DC_NORTH,2025-07-14,139,10883.7
NWO-1001,PLANT_01,DC_NORTH,2025-07-21,158,12371.4
NWO-1001,PLANT_01,DC_NORTH,2025-07-28,149,11666.7
NWO-1001,PLANT_01,DC_NORTH,2025-08-04,134,10492.2
NWO-1001,PLANT_01,DC_NORTH,2025-08-11,179,14015.7
NWO-1001,PLANT_01,DC_NORTH,2025-08-18,162,12684.6
NWO-1001,PLANT_01,DC_NORTH,2025-08-25,163,12762.9
NWO-1001,PLANT_01,DC_NORTH,2025-09-01,147,11510.1
NWO-1001,PLANT_01,DC_NORTH,2025-09-08,142,11118.6
NWO-1001,PLANT_01,DC_NORTH,2025-09-15,157,12293.1
NWO-1001,PLANT_01,DC_NORTH,2025-09-22,137,10727.1
NWO-1001,PLANT_01,DC_NORTH,2025-09-29,158,12371.4
NWO-1001,PLANT_01,DC_NORTH,2025-10-06,147,11510.1
NWO-1001,PLANT_01,DC_NORTH,2025-10-13,148,11588.4
NWO-1001,PLANT_01,DC_NORTH,2025-10-20,159,12449.7
NWO-1001,PLANT_01,DC_NORTH,2025-10-27,173,13545.9
NWO-1001,PLANT_01,DC_NORTH,2025-11-03,234,18322.2
NWO-1001,PLANT_01,DC_NORTH,2025-11-10,213,16677.9
NWO-1001,PLANT_01,DC_NORTH,2025-11-17,237,18557.1
NWO-1001,PLANT_01,DC_NORTH,2025-11-24,239,18713.7
NWO-1001,PLANT_01,DC_NORTH,2025-12-01,184,14407.2
NWO-1001,PLANT_01,DC_NORTH,2025-12-08,231,18087.3
NWO-1001,PLANT_01,DC_NORTH,2025-12-15,296,23176.8
NWO-1001,PLANT_01,DC_NORTH,2025-12-22,217,16991.1
NWO-1001,PLANT_01,DC_NORTH,2025-12-29,202,15816.6
NWO-1001,PLANT_01,DC_NORTH,2026-01-05,143,11196.9
NWO-1001,PLANT_01,DC_NORTH,2026-01-12,127,9944.1
NWO-1001,PLANT_01,DC_NORTH,2026-01-19,116,9082.8
NWO-1001,PLANT_01,DC_NORTH,2026-01-26,104,8143.2
NWO-1001,PLANT_01,DC_NORTH,2026-02-02,150,11745.0
NWO-1001,PLANT_01,DC_NORTH,2026-02-09,109,8534.7
NWO-1001,PLANT_01,DC_NORTH,2026-02-16,118,9239.4
NWO-1001,PLANT_01,DC_NORTH,2026-02-23,139,10883.7
NWO-1001,PLANT_01,DC_NORTH,2026-03-02,146,11431.8
NWO-1001,PLANT_01,DC_NORTH,2026-03-09,160,12528.0
NWO-1001,PLANT_01,DC_NORTH,2026-03-16,127,9944.1
NWO-1001,PLANT_01,DC_NORTH,2026-03-23,153,11979.9
NWO-1001,PLANT_01,DC_NORTH,2026-03-30,151,11823.3
NWO-1001,PLANT_01,DC_NORTH,2026-04-06,128,10022.4
NWO-1001,PLANT_01,DC_NORTH,2026-04-13,143,11196.9
NWO-1001,PLANT_01,DC_NORTH,2026-04-20,160,12528.0
NWO-1001,PLANT_01,DC_NORTH,2026-04-27,151,11823.3
NWO-1001,PLANT_01,DC_NORTH,2026-05-04,158,12371.4
NWO-1001,PLANT_01,DC_NORTH,2026-05-11,160,12528.0
NWO-1001,PLANT_01,DC_NORTH,2026-05-18,141,11040.3
NWO-1001,PLANT_01,DC_NORTH,2026-05-25,167,13076.1
NWO-1001,PLANT_01,DC_NORTH,2026-06-01,161,12606.3
NWO-1001,PLANT_01,DC_SOUTH,2023-06-05,322,25212.6
NWO-1001,PLANT_01,DC_SOUTH,2023-06-12,334,26152.2
NWO-1001,PLANT_01,DC_SOUTH,2023-06-19,368,28814.4
NWO-1001,PLANT_01,DC_SOUTH,2023-06-26,307,24038.1
NWO-1001,PLANT_01,DC_SOUTH,2023-07-03,359,28109.7
NWO-1001,PLANT_01,DC_SOUTH,2023-07-10,356,27874.8
NWO-1001,PLANT_01,DC_SOUTH,2023-07-17,329,25760.7
NWO-1001,PLANT_01,DC_SOUTH,2023-07-24,362,28344.6
NWO-1001,PLANT_01,DC_SOUTH,2023-07-31,312,24429.6
NWO-1001,PLANT_01,DC_SOUTH,2023-08-07,303,23724.9
NWO-1001,PLANT_01,DC_SOUTH,2023-08-14,319,24977.7
NWO-1001,PLANT_01,DC_SOUTH,2023-08-21,360,28188.0
NWO-1001,PLANT_01,DC_SOUTH,2023-08-28,321,25134.3
NWO-1001,PLANT_01,DC_SOUTH,2023-09-04,390,30537.0
NWO-1001,PLANT_01,DC_SOUTH,2023-09-11,341,26700.3
NWO-1001,PLANT_01,DC_SOUTH,2023-09-18,346,27091.8
NWO-1001,PLANT_01,DC_SOUTH,2023-09-25,324,25369.2
NWO-1001,PLANT_01,DC_SOUTH,2023-10-02,250,19575.0
NWO-1001,PLANT_01,DC_SOUTH,2023-10-09,316,24742.8
NWO-1001,PLANT_01,DC_SOUTH,2023-10-16,319,24977.7
NWO-1001,PLANT_01,DC_SOUTH,2023-10-23,298,23333.4
NWO-1001,PLANT_01,DC_SOUTH,2023-10-30,535,41890.5
NWO-1001,PLANT_01,DC_SOUTH,2023-11-06,712,55749.6
NWO-1001,PLANT_01,DC_SOUTH,2023-11-13,637,49877.1
NWO-1001,PLANT_01,DC_SOUTH,2023-11-20,499,39071.7
NWO-1001,PLANT_01,DC_SOUTH,2023-11-27,458,35861.4
NWO-1001,PLANT_01,DC_SOUTH,2023-12-04,520,40716.0
NWO-1001,PLANT_01,DC_SOUTH,2023-12-11,469,36722.7
NWO-1001,PLANT_01,DC_SOUTH,2023-12-18,481,37662.3
NWO-1001,PLANT_01,DC_SOUTH,2023-12-25,600,46980.0
NWO-1001,PLANT_01,DC_SOUTH,2024-01-01,230,18009.0
NWO-1001,PLANT_01,DC_SOUTH,2024-01-08,256,20044.8
NWO-1001,PLANT_01,DC_SOUTH,2024-01-15,320,25056.0
NWO-1001,PLANT_01,DC_SOUTH,2024-01-22,328,25682.4
NWO-1001,PLANT_01,DC_SOUTH,2024-01-29,237,18557.1
NWO-1001,PLANT_01,DC_SOUTH,2024-02-05,275,21532.5
NWO-1001,PLANT_01,DC_SOUTH,2024-02-12,313,24507.9
NWO-1001,PLANT_01,DC_SOUTH,2024-02-19,228,17852.4
NWO-1001,PLANT_01,DC_SOUTH,2024-02-26,232,18165.6
NWO-1001,PLANT_01,DC_SOUTH,2024-03-04,294,23020.2
NWO-1001,PLANT_01,DC_SOUTH,2024-03-11,375,29362.5
NWO-1001,PLANT_01,DC_SOUTH,2024-03-18,305,23881.5
NWO-1001,PLANT_01,DC_SOUTH,2024-03-25,312,24429.6
NWO-1001,PLANT_01,DC_SOUTH,2024-04-01,235,18400.5
NWO-1001,PLANT_01,DC_SOUTH,2024-04-08,319,24977.7
NWO-1001,PLANT_01,DC_SOUTH,2024-04-15,308,24116.4
NWO-1001,PLANT_01,DC_SOUTH,2024-04-22,349,27326.7
NWO-1001,PLANT_01,DC_SOUTH,2024-04-29,309,24194.7
NWO-1001,PLANT_01,DC_SOUTH,2024-05-06,316,24742.8
NWO-1001,PLANT_01,DC_SOUTH,2024-05-13,275,21532.5
NWO-1001,PLANT_01,DC_SOUTH,2024-05-20,386,30223.8
NWO-1001,PLANT_01,DC_SOUTH,2024-05-27,320,25056.0
NWO-1001,PLANT_01,DC_SOUTH,2024-06-03,373,29205.9
NWO-1001,PLANT_01,DC_SOUTH,2024-06-10,361,28266.3
NWO-1001,PLANT_01,DC_SOUTH,2024-06-17,450,35235.0
NWO-1001,PLANT_01,DC_SOUTH,2024-06-24,403,31554.9
NWO-1001,PLANT_01,DC_SOUTH,2024-07-01,377,29519.1
NWO-1001,PLANT_01,DC_SOUTH,2024-07-08,348,27248.4
NWO-1001,PLANT_01,DC_SOUTH,2024-07-15,369,28892.7
NWO-1001,PLANT_01,DC_SOUTH,2024-07-22,338,26465.4
NWO-1001,PLANT_01,DC_SOUTH,2024-07-29,353,27639.9
NWO-1001,PLANT_01,DC_SOUTH,2024-08-05,371,29049.3
NWO-1001,PLANT_01,DC_SOUTH,2024-08-12,330,25839.0
NWO-1001,PLANT_01,DC_SOUTH,2024-08-19,384,30067.2
NWO-1001,PLANT_01,DC_SOUTH,2024-08-26,330,25839.0
NWO-1001,PLANT_01,DC_SOUTH,2024-09-02,332,25995.6
NWO-1001,PLANT_01,DC_SOUTH,2024-09-09,360,28188.0
NWO-1001,PLANT_01,DC_SOUTH,2024-09-16,329,25760.7
NWO-1001,PLANT_01,DC_SOUTH,2024-09-23,352,27561.6
NWO-1001,PLANT_01,DC_SOUTH,2024-09-30,395,30928.5
NWO-1001,PLANT_01,DC_SOUTH,2024-10-07,393,30771.9
NWO-1001,PLANT_01,DC_SOUTH,2024-10-14,353,27639.9
NWO-1001,PLANT_01,DC_SOUTH,2024-10-21,420,32886.0
NWO-1001,PLANT_01,DC_SOUTH,2024-10-28,381,29832.3
NWO-1001,PLANT_01,DC_SOUTH,2024-11-04,557,43613.1
NWO-1001,PLANT_01,DC_SOUTH,2024-11-11,593,46431.9
NWO-1001,PLANT_01,DC_SOUTH,2024-11-18,495,38758.5
NWO-1001,PLANT_01,DC_SOUTH,2024-11-25,515,40324.5
NWO-1001,PLANT_01,DC_SOUTH,2024-12-02,507,39698.1
NWO-1001,PLANT_01,DC_SOUTH,2024-12-09,445,34843.5
NWO-1001,PLANT_01,DC_SOUTH,2024-12-16,517,40481.1
NWO-1001,PLANT_01,DC_SOUTH,2024-12-23,656,51364.8
NWO-1001,PLANT_01,DC_SOUTH,2024-12-30,602,47136.6
NWO-1001,PLANT_01,DC_SOUTH,2025-01-06,315,24664.5
NWO-1001,PLANT_01,DC_SOUTH,2025-01-13,359,28109.7
NWO-1001,PLANT_01,DC_SOUTH,2025-01-20,279,21845.7
NWO-1001,PLANT_01,DC_SOUTH,2025-01-27,253,19809.9
NWO-1001,PLANT_01,DC_SOUTH,2025-02-03,261,20436.3
NWO-1001,PLANT_01,DC_SOUTH,2025-02-10,275,21532.5
NWO-1001,PLANT_01,DC_SOUTH,2025-02-17,308,24116.4
NWO-1001,PLANT_01,DC_SOUTH,2025-02-24,347,27170.1
NWO-1001,PLANT_01,DC_SOUTH,2025-03-03,364,28501.2
NWO-1001,PLANT_01,DC_SOUTH,2025-03-10,345,27013.5
NWO-1001,PLANT_01,DC_SOUTH,2025-03-17,321,25134.3
NWO-1001,PLANT_01,DC_SOUTH,2025-03-24,366,28657.8
NWO-1001,PLANT_01,DC_SOUTH,2025-03-31,379,29675.7
NWO-1001,PLANT_01,DC_SOUTH,2025-04-07,351,27483.3
NWO-1001,PLANT_01,DC_SOUTH,2025-04-14,407,31868.1
NWO-1001,PLANT_01,DC_SOUTH,2025-04-21,312,24429.6
NWO-1001,PLANT_01,DC_SOUTH,2025-04-28,384,30067.2
NWO-1001,PLANT_01,DC_SOUTH,2025-05-05,441,34530.3
NWO-1001,PLANT_01,DC_SOUTH,2025-05-12,346,27091.8
NWO-1001,PLANT_01,DC_SOUTH,2025-05-19,370,28971.0
NWO-1001,PLANT_01,DC_SOUTH,2025-05-26,325,25447.5
NWO-1001,PLANT_01,DC_SOUTH,2025-06-02,405,31711.5
NWO-1001,PLANT_01,DC_SOUTH,2025-06-09,391,30615.3
NWO-1001,PLANT_01,DC_SOUTH,2025-06-16,341,26700.3
NWO-1001,PLANT_01,DC_SOUTH,2025-06-23,475,37192.5
NWO-1001,PLANT_01,DC_SOUTH,2025-06-30,519,40637.7
NWO-1001,PLANT_01,DC_SOUTH,2025-07-07,449,35156.7
NWO-1001,PLANT_01,DC_SOUTH,2025-07-14,449,35156.7
NWO-1001,PLANT_01,DC_SOUTH,2025-07-21,334,26152.2
NWO-1001,PLANT_01,DC_SOUTH,2025-07-28,319,24977.7
NWO-1001,PLANT_01,DC_SOUTH,2025-08-04,437,34217.1
NWO-1001,PLANT_01,DC_SOUTH,2025-08-11,448,35078.4
NWO-1001,PLANT_01,DC_SOUTH,2025-08-18,441,34530.3
NWO-1001,PLANT_01,DC_SOUTH,2025-08-25,447,35000.1
NWO-1001,PLANT_01,DC_SOUTH,2025-09-01,320,25056.0
NWO-1001,PLANT_01,DC_SOUTH,2025-09-08,324,25369.2
NWO-1001,PLANT_01,DC_SOUTH,2025-09-15,343,26856.9
NWO-1001,PLANT_01,DC_SOUTH,2025-09-22,421,32964.3
NWO-1001,PLANT_01,DC_SOUTH,2025-09-29,447,35000.1
NWO-1001,PLANT_01,DC_SOUTH,2025-10-06,461,36096.3
NWO-1001,PLANT_01,DC_SOUTH,2025-10-13,424,33199.2
NWO-1001,PLANT_01,DC_SOUTH,2025-10-20,478,37427.4
NWO-1001,PLANT_01,DC_SOUTH,2025-10-27,373,29205.9
NWO-1001,PLANT_01,DC_SOUTH,2025-11-03,537,42047.1
NWO-1001,PLANT_01,DC_SOUTH,2025-11-10,553,43299.9
NWO-1001,PLANT_01,DC_SOUTH,2025-11-17,586,45883.8
NWO-1001,PLANT_01,DC_SOUTH,2025-11-24,612,47919.6
NWO-1001,PLANT_01,DC_SOUTH,2025-12-01,576,45100.8
NWO-1001,PLANT_01,DC_SOUTH,2025-12-08,604,47293.2
NWO-1001,PLANT_01,DC_SOUTH,2025-12-15,696,54496.8
NWO-1001,PLANT_01,DC_SOUTH,2025-12-22,541,42360.3
NWO-1001,PLANT_01,DC_SOUTH,2025-12-29,612,47919.6
NWO-1001,PLANT_01,DC_SOUTH,2026-01-05,278,21767.4
NWO-1001,PLANT_01,DC_SOUTH,2026-01-12,308,24116.4
NWO-1001,PLANT_01,DC_SOUTH,2026-01-19,325,25447.5
NWO-1001,PLANT_01,DC_SOUTH,2026-01-26,312,24429.6
NWO-1001,PLANT_01,DC_SOUTH,2026-02-02,317,24821.1
NWO-1001,PLANT_01,DC_SOUTH,2026-02-09,356,27874.8
NWO-1001,PLANT_01,DC_SOUTH,2026-02-16,346,27091.8
NWO-1001,PLANT_01,DC_SOUTH,2026-02-23,312,24429.6
NWO-1001,PLANT_01,DC_SOUTH,2026-03-02,406,31789.8
NWO-1001,PLANT_01,DC_SOUTH,2026-03-09,481,37662.3
NWO-1001,PLANT_01,DC_SOUTH,2026-03-16,393,30771.9
NWO-1001,PLANT_01,DC_SOUTH,2026-03-23,366,28657.8
NWO-1001,PLANT_01,DC_SOUTH,2026-03-30,370,28971.0
NWO-1001,PLANT_01,DC_SOUTH,2026-04-06,378,29597.4
NWO-1001,PLANT_01,DC_SOUTH,2026-04-13,404,31633.2
NWO-1001,PLANT_01,DC_SOUTH,2026-04-20,512,40089.6
NWO-1001,PLANT_01,DC_SOUTH,2026-04-27,432,33825.6
NWO-1001,PLANT_01,DC_SOUTH,2026-05-04,440,34452.0
NWO-1001,PLANT_01,DC_SOUTH,2026-05-11,420,32886.0
NWO-1001,PLANT_01,DC_SOUTH,2026-05-18,387,30302.1
NWO-1001,PLANT_01,DC_SOUTH,2026-05-25,414,32416.2
NWO-1001,PLANT_01,DC_SOUTH,2026-06-01,494,38680.2
NWO-1001,PLANT_01,DC_WEST,2023-06-05,229,17930.7
NWO-1001,PLANT_01,DC_WEST,2023-06-12,215,16834.5
NWO-1001,PLANT_01,DC_WEST,2023-06-19,253,19809.9
NWO-1001,PLANT_01,DC_WEST,2023-06-26,233,18243.9
NWO-1001,PLANT_01,DC_WEST,2023-07-03,336,26308.8
NWO-1001,PLANT_01,DC_WEST,2023-07-10,261,20436.3
NWO-1001,PLANT_01,DC_WEST,2023-07-17,276,21610.8
NWO-1001,PLANT_01,DC_WEST,2023-07-24,203,15894.9
NWO-1001,PLANT_01,DC_WEST,2023-07-31,252,19731.6
NWO-1001,PLANT_01,DC_WEST,2023-08-07,250,19575.0
NWO-1001,PLANT_01,DC_WEST,2023-08-14,235,18400.5
NWO-1001,PLANT_01,DC_WEST,2023-08-21,270,21141.0
NWO-1001,PLANT_01,DC_WEST,2023-08-28,259,20279.7
NWO-1001,PLANT_01,DC_WEST,2023-09-04,221,17304.3
NWO-1001,PLANT_01,DC_WEST,2023-09-11,241,18870.3
NWO-1001,PLANT_01,DC_WEST,2023-09-18,216,16912.8
NWO-1001,PLANT_01,DC_WEST,2023-09-25,232,18165.6
NWO-1001,PLANT_01,DC_WEST,2023-10-02,216,16912.8
NWO-1001,PLANT_01,DC_WEST,2023-10-09,247,19340.1
NWO-1001,PLANT_01,DC_WEST,2023-10-16,236,18478.8
NWO-1001,PLANT_01,DC_WEST,2023-10-23,256,20044.8
NWO-1001,PLANT_01,DC_WEST,2023-10-30,235,18400.5
NWO-1001,PLANT_01,DC_WEST,2023-11-06,323,25290.9
NWO-1001,PLANT_01,DC_WEST,2023-11-13,316,24742.8
NWO-1001,PLANT_01,DC_WEST,2023-11-20,359,28109.7
NWO-1001,PLANT_01,DC_WEST,2023-11-27,324,25369.2
NWO-1001,PLANT_01,DC_WEST,2023-12-04,279,21845.7
NWO-1001,PLANT_01,DC_WEST,2023-12-11,388,30380.4
NWO-1001,PLANT_01,DC_WEST,2023-12-18,291,22785.3
NWO-1001,PLANT_01,DC_WEST,2023-12-25,367,28736.1
NWO-1001,PLANT_01,DC_WEST,2024-01-01,170,13311.0
NWO-1001,PLANT_01,DC_WEST,2024-01-08,201,15738.3
NWO-1001,PLANT_01,DC_WEST,2024-01-15,172,13467.6
NWO-1001,PLANT_01,DC_WEST,2024-01-22,190,14877.0
NWO-1001,PLANT_01,DC_WEST,2024-01-29,276,21610.8
NWO-1001,PLANT_01,DC_WEST,2024-02-05,255,19966.5
NWO-1001,PLANT_01,DC_WEST,2024-02-12,210,16443.0
NWO-1001,PLANT_01,DC_WEST,2024-02-19,208,16286.4
NWO-1001,PLANT_01,DC_WEST,2024-02-26,216,16912.8
NWO-1001,PLANT_01,DC_WEST,2024-03-04,245,19183.5
NWO-1001,PLANT_01,DC_WEST,2024-03-11,227,17774.1
NWO-1001,PLANT_01,DC_WEST,2024-03-18,268,20984.4
NWO-1001,PLANT_01,DC_WEST,2024-03-25,241,18870.3
NWO-1001,PLANT_01,DC_WEST,2024-04-01,224,17539.2
NWO-1001,PLANT_01,DC_WEST,2024-04-08,228,17852.4
NWO-1001,PLANT_01,DC_WEST,2024-04-15,261,20436.3
NWO-1001,PLANT_01,DC_WEST,2024-04-22,225,17617.5
NWO-1001,PLANT_01,DC_WEST,2024-04-29,258,20201.4
NWO-1001,PLANT_01,DC_WEST,2024-05-06,283,22158.9
NWO-1001,PLANT_01,DC_WEST,2024-05-13,274,21454.2
NWO-1001,PLANT_01,DC_WEST,2024-05-20,253,19809.9
NWO-1001,PLANT_01,DC_WEST,2024-05-27,282,22080.6
NWO-1001,PLANT_01,DC_WEST,2024-06-03,293,22941.9
NWO-1001,PLANT_01,DC_WEST,2024-06-10,294,23020.2
NWO-1001,PLANT_01,DC_WEST,2024-06-17,288,22550.4
NWO-1001,PLANT_01,DC_WEST,2024-06-24,277,21689.1
NWO-1001,PLANT_01,DC_WEST,2024-07-01,259,20279.7
NWO-1001,PLANT_01,DC_WEST,2024-07-08,310,24273.0
NWO-1001,PLANT_01,DC_WEST,2024-07-15,327,25604.1
NWO-1001,PLANT_01,DC_WEST,2024-07-22,299,23411.7
NWO-1001,PLANT_01,DC_WEST,2024-07-29,278,21767.4
NWO-1001,PLANT_01,DC_WEST,2024-08-05,328,25682.4
NWO-1001,PLANT_01,DC_WEST,2024-08-12,258,20201.4
NWO-1001,PLANT_01,DC_WEST,2024-08-19,321,25134.3
NWO-1001,PLANT_01,DC_WEST,2024-08-26,270,21141.0
NWO-1001,PLANT_01,DC_WEST,2024-09-02,276,21610.8
NWO-1001,PLANT_01,DC_WEST,2024-09-09,252,19731.6
NWO-1001,PLANT_01,DC_WEST,2024-09-16,229,17930.7
NWO-1001,PLANT_01,DC_WEST,2024-09-23,249,19496.7
NWO-1001,PLANT_01,DC_WEST,2024-09-30,232,18165.6
