product_id,site_id,week,on_hand,in_transit
NWO-1001,DC_NORTH,2024-10-21,520,122
NWO-1001,DC_NORTH,2024-10-28,284,142
NWO-1001,DC_NORTH,2024-11-04,405,125
NWO-1001,DC_NORTH,2024-11-11,298,173
NWO-1001,DC_NORTH,2024-11-18,398,163
NWO-1001,DC_NORTH,2024-11-25,394,214
NWO-1001,DC_NORTH,2024-12-02,498,168
NWO-1001,DC_NORTH,2024-12-09,589,144
NWO-1001,DC_NORTH,2024-12-16,487,135
NWO-1001,DC_NORTH,2024-12-23,519,215
NWO-1001,DC_NORTH,2024-12-30,549,111
NWO-1001,DC_NORTH,2025-01-06,314,124
NWO-1001,DC_NORTH,2025-01-13,285,88
NWO-1001,DC_NORTH,2025-01-20,308,128
NWO-1001,DC_NORTH,2025-01-27,451,112
NWO-1001,DC_NORTH,2025-02-03,237,116
NWO-1001,DC_NORTH,2025-02-10,360,106
NWO-1001,DC_NORTH,2025-02-17,298,76
NWO-1001,DC_NORTH,2025-02-24,226,105
NWO-1001,DC_NORTH,2025-03-03,257,136
NWO-1001,DC_NORTH,2025-03-10,455,132
NWO-1001,DC_NORTH,2025-03-17,420,175
NWO-1001,DC_NORTH,2025-03-24,467,81
NWO-1001,DC_NORTH,2025-03-31,266,125
NWO-1001,DC_NORTH,2025-04-07,265,109
NWO-1001,DC_NORTH,2025-04-14,312,142
NWO-1001,DC_NORTH,2025-04-21,383,142
NWO-1001,DC_NORTH,2025-04-28,470,117
NWO-1001,DC_NORTH,2025-05-05,295,164
NWO-1001,DC_NORTH,2025-05-12,520,149
NWO-1001,DC_NORTH,2025-05-19,382,161
NWO-1001,DC_NORTH,2025-05-26,352,153
NWO-1001,DC_NORTH,2025-06-02,388,121
NWO-1001,DC_NORTH,2025-06-09,377,179
NWO-1001,DC_NORTH,2025-06-16,504,133
NWO-1001,DC_NORTH,2025-06-23,402,118
NWO-1001,DC_NORTH,2025-06-30,330,130
NWO-1001,DC_NORTH,2025-07-07,348,150
NWO-1001,DC_NORTH,2025-07-14,462,160
NWO-1001,DC_NORTH,2025-07-21,486,111
NWO-1001,DC_NORTH,2025-07-28,402,128
NWO-1001,DC_NORTH,2025-08-04,448,139
NWO-1001,DC_NORTH,2025-08-11,434,171
NWO-1001,DC_NORTH,2025-08-18,334,134
NWO-1001,DC_NORTH,2025-08-25,441,130
NWO-1001,DC_NORTH,2025-09-01,462,152
NWO-1001,DC_NORTH,2025-09-08,306,134
NWO-1001,DC_NORTH,2025-09-15,405,138
NWO-1001,DC_NORTH,2025-09-22,399,168
NWO-1001,DC_NORTH,2025-09-29,446,143
NWO-1001,DC_NORTH,2025-10-06,328,144
NWO-1001,DC_NORTH,2025-10-13,311,138
NWO-1001,DC_NORTH,2025-10-20,437,198
NWO-1001,DC_NORTH,2025-10-27,475,202
NWO-1001,DC_NORTH,2025-11-03,589,179
NWO-1001,DC_NORTH,2025-11-10,633,246
NWO-1001,DC_NORTH,2025-11-17,540,242
NWO-1001,DC_NORTH,2025-11-24,788,224
NWO-1001,DC_NORTH,2025-12-01,472,263
NWO-1001,DC_NORTH,2025-12-08,786,258
NWO-1001,DC_NORTH,2025-12-15,955,218
NWO-1001,DC_NORTH,2025-12-22,682,180
NWO-1001,DC_NORTH,2025-12-29,545,145
NWO-1001,DC_NORTH,2026-01-05,321,116
NWO-1001,DC_NORTH,2026-01-12,364,131
NWO-1001,DC_NORTH,2026-01-19,318,127
NWO-1001,DC_NORTH,2026-01-26,367,149
NWO-1001,DC_NORTH,2026-02-02,460,115
NWO-1001,DC_NORTH,2026-02-09,334,121
NWO-1001,DC_NORTH,2026-02-16,341,151
NWO-1001,DC_NORTH,2026-02-23,397,174
NWO-1001,DC_NORTH,2026-03-02,364,185
NWO-1001,DC_NORTH,2026-03-09,370,106
NWO-1001,DC_NORTH,2026-03-16,382,131
NWO-1001,DC_NORTH,2026-03-23,524,172
NWO-1001,DC_NORTH,2026-03-30,369,115
NWO-1001,DC_NORTH,2026-04-06,358,147
NWO-1001,DC_NORTH,2026-04-13,337,135
NWO-1001,DC_NORTH,2026-04-20,411,156
NWO-1001,DC_NORTH,2026-04-27,486,152
NWO-1001,DC_NORTH,2026-05-04,330,139
NWO-1001,DC_NORTH,2026-05-11,459,113
NWO-1001,DC_NORTH,2026-05-18,414,194
NWO-1001,DC_NORTH,2026-05-25,402,133
NWO-1001,DC_NORTH,2026-06-01,469,174
NWO-1001,DC_SOUTH,2023-06-05,1032,308
NWO-1001,DC_SOUTH,2023-06-12,735,358
NWO-1001,DC_SOUTH,2023-06-19,914,286
NWO-1001,DC_SOUTH,2023-06-26,611,305
NWO-1001,DC_SOUTH,2023-07-03,702,388
NWO-1001,DC_SOUTH,2023-07-10,701,308
NWO-1001,DC_SOUTH,2023-07-17,1029,354
NWO-1001,DC_SOUTH,2023-07-24,843,340
NWO-1001,DC_SOUTH,2023-07-31,893,274
NWO-1001,DC_SOUTH,2023-08-07,899,355
NWO-1001,DC_SOUTH,2023-08-14,712,309
NWO-1001,DC_SOUTH,2023-08-21,1080,326
NWO-1001,DC_SOUTH,2023-08-28,765,386
NWO-1001,DC_SOUTH,2023-09-04,771,307
NWO-1001,DC_SOUTH,2023-09-11,661,373
NWO-1001,DC_SOUTH,2023-09-18,875,356
NWO-1001,DC_SOUTH,2023-09-25,798,292
NWO-1001,DC_SOUTH,2023-10-02,881,383
NWO-1001,DC_SOUTH,2023-10-09,980,309
NWO-1001,DC_SOUTH,2023-10-16,665,295
NWO-1001,DC_SOUTH,2023-10-23,650,568
NWO-1001,DC_SOUTH,2023-10-30,1179,742
NWO-1001,DC_SOUTH,2023-11-06,2315,563
NWO-1001,DC_SOUTH,2023-11-13,1981,562
NWO-1001,DC_SOUTH,2023-11-20,1622,481
NWO-1001,DC_SOUTH,2023-11-27,1251,400
NWO-1001,DC_SOUTH,2023-12-04,1254,440
NWO-1001,DC_SOUTH,2023-12-11,1350,423
NWO-1001,DC_SOUTH,2023-12-18,1152,682
NWO-1001,DC_SOUTH,2023-12-25,1917,268
NWO-1001,DC_SOUTH,2024-01-01,748,240
NWO-1001,DC_SOUTH,2024-01-08,811,352
NWO-1001,DC_SOUTH,2024-01-15,1026,253
NWO-1001,DC_SOUTH,2024-01-22,970,249
NWO-1001,DC_SOUTH,2024-01-29,795,261
NWO-1001,DC_SOUTH,2024-02-05,864,344
NWO-1001,DC_SOUTH,2024-02-12,938,231
NWO-1001,DC_SOUTH,2024-02-19,680,212
NWO-1001,DC_SOUTH,2024-02-26,542,239
NWO-1001,DC_SOUTH,2024-03-04,728,409
NWO-1001,DC_SOUTH,2024-03-11,1186,321
NWO-1001,DC_SOUTH,2024-03-18,960,306
NWO-1001,DC_SOUTH,2024-03-25,789,255
NWO-1001,DC_SOUTH,2024-04-01,678,360
NWO-1001,DC_SOUTH,2024-04-08,747,282
NWO-1001,DC_SOUTH,2024-04-15,750,330
NWO-1001,DC_SOUTH,2024-04-22,1100,287
NWO-1001,DC_SOUTH,2024-04-29,713,305
NWO-1001,DC_SOUTH,2024-05-06,1035,258
NWO-1001,DC_SOUTH,2024-05-13,995,365
NWO-1001,DC_SOUTH,2024-05-20,1112,382
NWO-1001,DC_SOUTH,2024-05-27,759,402
NWO-1001,DC_SOUTH,2024-06-03,1237,381
NWO-1001,DC_SOUTH,2024-06-10,878,400
NWO-1001,DC_SOUTH,2024-06-17,889,367
NWO-1001,DC_SOUTH,2024-06-24,915,342
NWO-1001,DC_SOUTH,2024-07-01,774,311
NWO-1001,DC_SOUTH,2024-07-08,683,336
NWO-1001,DC_SOUTH,2024-07-15,1056,306
NWO-1001,DC_SOUTH,2024-07-22,1157,414
NWO-1001,DC_SOUTH,2024-07-29,1032,410
NWO-1001,DC_SOUTH,2024-08-05,1027,394
NWO-1001,DC_SOUTH,2024-08-12,737,365
NWO-1001,DC_SOUTH,2024-08-19,1142,369
NWO-1001,DC_SOUTH,2024-08-26,720,339
NWO-1001,DC_SOUTH,2024-09-02,808,333
NWO-1001,DC_SOUTH,2024-09-09,852,281
NWO-1001,DC_SOUTH,2024-09-16,724,378
NWO-1001,DC_SOUTH,2024-09-23,906,395
NWO-1001,DC_SOUTH,2024-09-30,1277,416
NWO-1001,DC_SOUTH,2024-10-07,852,359
NWO-1001,DC_SOUTH,2024-10-14,1056,441
NWO-1001,DC_SOUTH,2024-10-21,1099,328
NWO-1001,DC_SOUTH,2024-10-28,1137,499
NWO-1001,DC_SOUTH,2024-11-04,1173,538
NWO-1001,DC_SOUTH,2024-11-11,1469,448
NWO-1001,DC_SOUTH,2024-11-18,1371,517
NWO-1001,DC_SOUTH,2024-11-25,1449,504
NWO-1001,DC_SOUTH,2024-12-02,1582,459
NWO-1001,DC_SOUTH,2024-12-09,1156,488
NWO-1001,DC_SOUTH,2024-12-16,1019,600
NWO-1001,DC_SOUTH,2024-12-23,1902,546
NWO-1001,DC_SOUTH,2024-12-30,1887,253
NWO-1001,DC_SOUTH,2025-01-06,642,396
NWO-1001,DC_SOUTH,2025-01-13,777,252
NWO-1001,DC_SOUTH,2025-01-20,584,237
NWO-1001,DC_SOUTH,2025-01-27,600,244
NWO-1001,DC_SOUTH,2025-02-03,830,308
NWO-1001,DC_SOUTH,2025-02-10,764,355
NWO-1001,DC_SOUTH,2025-02-17,1010,318
NWO-1001,DC_SOUTH,2025-02-24,1073,406
NWO-1001,DC_SOUTH,2025-03-03,1265,319
NWO-1001,DC_SOUTH,2025-03-10,1048,343
NWO-1001,DC_SOUTH,2025-03-17,1128,347
NWO-1001,DC_SOUTH,2025-03-24,827,342
NWO-1001,DC_SOUTH,2025-03-31,923,270
NWO-1001,DC_SOUTH,2025-04-07,664,348
NWO-1001,DC_SOUTH,2025-04-14,979,326
NWO-1001,DC_SOUTH,2025-04-21,636,327
NWO-1001,DC_SOUTH,2025-04-28,845,335
NWO-1001,DC_SOUTH,2025-05-05,840,375
NWO-1001,DC_SOUTH,2025-05-12,958,364
NWO-1001,DC_SOUTH,2025-05-19,1229,285
NWO-1001,DC_SOUTH,2025-05-26,1015,420
NWO-1001,DC_SOUTH,2025-06-02,937,367
NWO-1001,DC_SOUTH,2025-06-09,1243,376
NWO-1001,DC_SOUTH,2025-06-16,1018,488
NWO-1001,DC_SOUTH,2025-06-23,1408,544
NWO-1001,DC_SOUTH,2025-06-30,1070,383
NWO-1001,DC_SOUTH,2025-07-07,1334,369
NWO-1001,DC_SOUTH,2025-07-14,1450,296
NWO-1001,DC_SOUTH,2025-07-21,669,292
NWO-1001,DC_SOUTH,2025-07-28,790,378
NWO-1001,DC_SOUTH,2025-08-04,1214,337
NWO-1001,DC_SOUTH,2025-08-11,828,512
NWO-1001,DC_SOUTH,2025-08-18,1283,485
NWO-1001,DC_SOUTH,2025-08-25,1137,362
NWO-1001,DC_SOUTH,2025-09-01,1053,271
NWO-1001,DC_SOUTH,2025-09-08,1079,327
NWO-1001,DC_SOUTH,2025-09-15,1168,416
NWO-1001,DC_SOUTH,2025-09-22,1237,470
NWO-1001,DC_SOUTH,2025-09-29,1412,425
NWO-1001,DC_SOUTH,2025-10-06,1221,445
NWO-1001,DC_SOUTH,2025-10-13,1235,532
NWO-1001,DC_SOUTH,2025-10-20,1127,351
NWO-1001,DC_SOUTH,2025-10-27,1069,408
NWO-1001,DC_SOUTH,2025-11-03,1586,559
NWO-1001,DC_SOUTH,2025-11-10,1603,587
NWO-1001,DC_SOUTH,2025-11-17,1404,594
NWO-1001,DC_SOUTH,2025-11-24,1964,523
NWO-1001,DC_SOUTH,2025-12-01,1106,624
NWO-1001,DC_SOUTH,2025-12-08,1629,540
NWO-1001,DC_SOUTH,2025-12-15,1573,631
NWO-1001,DC_SOUTH,2025-12-22,1699,609
NWO-1001,DC_SOUTH,2025-12-29,1782,308
NWO-1001,DC_SOUTH,2026-01-05,792,298
NWO-1001,DC_SOUTH,2026-01-12,822,304
NWO-1001,DC_SOUTH,2026-01-19,728,242
NWO-1001,DC_SOUTH,2026-01-26,627,338
NWO-1001,DC_SOUTH,2026-02-02,974,276
NWO-1001,DC_SOUTH,2026-02-09,973,376
NWO-1001,DC_SOUTH,2026-02-16,1153,292
NWO-1001,DC_SOUTH,2026-02-23,613,423
NWO-1001,DC_SOUTH,2026-03-02,1117,455
NWO-1001,DC_SOUTH,2026-03-09,1293,365
NWO-1001,DC_SOUTH,2026-03-16,971,345
NWO-1001,DC_SOUTH,2026-03-23,1121,387
NWO-1001,DC_SOUTH,2026-03-30,891,299
NWO-1001,DC_SOUTH,2026-04-06,1168,449
NWO-1001,DC_SOUTH,2026-04-13,1132,540
NWO-1001,DC_SOUTH,2026-04-20,1660,376
NWO-1001,DC_SOUTH,2026-04-27,1329,496
NWO-1001,DC_SOUTH,2026-05-04,1418,391
NWO-1001,DC_SOUTH,2026-05-11,807,415
NWO-1001,DC_SOUTH,2026-05-18,1300,405
NWO-1001,DC_SOUTH,2026-05-25,1037,395
NWO-1001,DC_SOUTH,2026-06-01,1113,422
NWO-1001,DC_WEST,2023-06-05,719,205
NWO-1001,DC_WEST,2023-06-12,515,253
NWO-1001,DC_WEST,2023-06-19,596,214
NWO-1001,DC_WEST,2023-06-26,495,331
NWO-1001,DC_WEST,2023-07-03,1075,257
NWO-1001,DC_WEST,2023-07-10,801,328
NWO-1001,DC_WEST,2023-07-17,606,215
NWO-1001,DC_WEST,2023-07-24,696,250
NWO-1001,DC_WEST,2023-07-31,625,293
NWO-1001,DC_WEST,2023-08-07,540,237
NWO-1001,DC_WEST,2023-08-14,616,311
NWO-1001,DC_WEST,2023-08-21,776,253
NWO-1001,DC_WEST,2023-08-28,588,182
NWO-1001,DC_WEST,2023-09-04,461,269
NWO-1001,DC_WEST,2023-09-11,655,204
NWO-1001,DC_WEST,2023-09-18,723,224
NWO-1001,DC_WEST,2023-09-25,566,232
NWO-1001,DC_WEST,2023-10-02,505,201
NWO-1001,DC_WEST,2023-10-09,697,189
NWO-1001,DC_WEST,2023-10-16,537,261
NWO-1001,DC_WEST,2023-10-23,801,196
NWO-1001,DC_WEST,2023-10-30,763,285
NWO-1001,DC_WEST,2023-11-06,653,282
NWO-1001,DC_WEST,2023-11-13,631,320
NWO-1001,DC_WEST,2023-11-20,660,398
NWO-1001,DC_WEST,2023-11-27,1054,264
NWO-1001,DC_WEST,2023-12-04,846,348
NWO-1001,DC_WEST,2023-12-11,885,336
NWO-1001,DC_WEST,2023-12-18,787,454
NWO-1001,DC_WEST,2023-12-25,928,137
NWO-1001,DC_WEST,2024-01-01,344,161
NWO-1001,DC_WEST,2024-01-08,556,147
NWO-1001,DC_WEST,2024-01-15,359,197
NWO-1001,DC_WEST,2024-01-22,509,264
NWO-1001,DC_WEST,2024-01-29,612,277
NWO-1001,DC_WEST,2024-02-05,499,218
NWO-1001,DC_WEST,2024-02-12,455,233
NWO-1001,DC_WEST,2024-02-19,572,189
NWO-1001,DC_WEST,2024-02-26,620,201
NWO-1001,DC_WEST,2024-03-04,704,191
NWO-1001,DC_WEST,2024-03-11,784,258
NWO-1001,DC_WEST,2024-03-18,547,267
NWO-1001,DC_WEST,2024-03-25,681,260
NWO-1001,DC_WEST,2024-04-01,510,234
NWO-1001,DC_WEST,2024-04-08,431,233
NWO-1001,DC_WEST,2024-04-15,526,260
NWO-1001,DC_WEST,2024-04-22,705,277
NWO-1001,DC_WEST,2024-04-29,768,229
NWO-1001,DC_WEST,2024-05-06,637,249
NWO-1001,DC_WEST,2024-05-13,836,252
NWO-1001,DC_WEST,2024-05-20,548,314
NWO-1001,DC_WEST,2024-05-27,793,229
NWO-1001,DC_WEST,2024-06-03,783,269
NWO-1001,DC_WEST,2024-06-10,802,279
NWO-1001,DC_WEST,2024-06-17,837,304
NWO-1001,DC_WEST,2024-06-24,568,295
NWO-1001,DC_WEST,2024-07-01,640,266
NWO-1001,DC_WEST,2024-07-08,870,301
NWO-1001,DC_WEST,2024-07-15,715,229
NWO-1001,DC_WEST,2024-07-22,728,289
NWO-1001,DC_WEST,2024-07-29,900,383
NWO-1001,DC_WEST,2024-08-05,1106,275
NWO-1001,DC_WEST,2024-08-12,592,260
NWO-1001,DC_WEST,2024-08-19,724,235
NWO-1001,DC_WEST,2024-08-26,585,264
NWO-1001,DC_WEST,2024-09-02,918,245
NWO-1001,DC_WEST,2024-09-09,472,268
NWO-1001,DC_WEST,2024-09-16,642,214
NWO-1001,DC_WEST,2024-09-23,790,214
NWO-1001,DC_WEST,2024-09-30,747,227
NWO-1001,DC_WEST,2024-10-07,815,266
NWO-1001,DC_WEST,2024-10-14,760,280
NWO-1001,DC_WEST,2024-10-21,859,253
NWO-1001,DC_WEST,2024-10-28,723,296
NWO-1001,DC_WEST,2024-11-04,770,321
NWO-1001,DC_WEST,2024-11-11,1183,331
NWO-1001,DC_WEST,2024-11-18,816,284
NWO-1001,DC_WEST,2024-11-25,800,426
NWO-1001,DC_WEST,2024-12-02,963,407
NWO-1001,DC_WEST,2024-12-09,943,393
NWO-1001,DC_WEST,2024-12-16,1256,305
NWO-1001,DC_WEST,2024-12-23,1139,486
NWO-1001,DC_WEST,2024-12-30,1440,227
NWO-1001,DC_WEST,2025-01-06,691,254
NWO-1001,DC_WEST,2025-01-13,887,201
NWO-1001,DC_WEST,2025-01-20,400,190
NWO-1001,DC_WEST,2025-01-27,638,223
NWO-1001,DC_WEST,2025-02-03,510,150
NWO-1001,DC_WEST,2025-02-10,611,227
NWO-1001,DC_WEST,2025-02-17,521,265
NWO-1001,DC_WEST,2025-02-24,812,213
NWO-1001,DC_WEST,2025-03-03,736,229
NWO-1001,DC_WEST,2025-03-10,757,280
NWO-1001,DC_WEST,2025-03-17,666,228
NWO-1001,DC_WEST,2025-03-24,719,223
NWO-1001,DC_WEST,2025-03-31,553,261
NWO-1001,DC_WEST,2025-04-07,565,278
NWO-1001,DC_WEST,2025-04-14,779,390
NWO-1001,DC_WEST,2025-04-21,1070,270
NWO-1001,DC_WEST,2025-04-28,851,202
NWO-1001,DC_WEST,2025-05-05,667,321
NWO-1001,DC_WEST,2025-05-12,563,351
NWO-1001,DC_WEST,2025-05-19,990,234
NWO-1001,DC_WEST,2025-05-26,641,265
NWO-1001,DC_WEST,2025-06-02,969,375
NWO-1001,DC_WEST,2025-06-09,830,217
NWO-1001,DC_WEST,2025-06-16,868,299
NWO-1001,DC_WEST,2025-06-23,974,343
NWO-1001,DC_WEST,2025-06-30,894,303
NWO-1001,DC_WEST,2025-07-07,971,351
NWO-1001,DC_WEST,2025-07-14,682,313
NWO-1001,DC_WEST,2025-07-21,736,338
NWO-1001,DC_WEST,2025-07-28,803,218
NWO-1001,DC_WEST,2025-08-04,749,310
NWO-1001,DC_WEST,2025-08-11,1150,278
NWO-1001,DC_WEST,2025-08-18,999,288
NWO-1001,DC_WEST,2025-08-25,791,300
NWO-1001,DC_WEST,2025-09-01,625,246
NWO-1001,DC_WEST,2025-09-08,664,258
NWO-1001,DC_WEST,2025-09-15,813,257
NWO-1001,DC_WEST,2025-09-22,645,315
NWO-1001,DC_WEST,2025-09-29,880,310
NWO-1001,DC_WEST,2025-10-06,727,331
NWO-1001,DC_WEST,2025-10-13,671,413
NWO-1001,DC_WEST,2025-10-20,1232,331
NWO-1001,DC_WEST,2025-10-27,1040,312
NWO-1001,DC_WEST,2025-11-03,766,314
NWO-1001,DC_WEST,2025-11-10,1300,561
NWO-1001,DC_WEST,2025-11-17,1682,398
NWO-1001,DC_WEST,2025-11-24,1473,354
NWO-1001,DC_WEST,2025-12-01,853,461
NWO-1001,DC_WEST,2025-12-08,1141,385
NWO-1001,DC_WEST,2025-12-15,927,499
NWO-1001,DC_WEST,2025-12-22,1458,393
NWO-1001,DC_WEST,2025-12-29,996,236
NWO-1001,DC_WEST,2026-01-05,979,217
NWO-1001,DC_WEST,2026-01-12,851,262
NWO-1001,DC_WEST,2026-01-19,682,205
NWO-1001,DC_WEST,2026-01-26,629,296
NWO-1001,DC_WEST,2026-02-02,676,307
NWO-1001,DC_WEST,2026-02-09,616,176
NWO-1001,DC_WEST,2026-02-16,756,326
NWO-1001,DC_WEST,2026-02-23,685,347
NWO-1001,DC_WEST,2026-03-02,745,273
NWO-1001,DC_WEST,2026-03-09,850,324
NWO-1001,DC_WEST,2026-03-16,665,302
NWO-1001,DC_WEST,2026-03-23,992,368
NWO-1001,DC_WEST,2026-03-30,761,268
NWO-1001,DC_WEST,2026-04-06,835,361
NWO-1001,DC_WEST,2026-04-13,788,251
NWO-1001,DC_WEST,2026-04-20,759,323
NWO-1001,DC_WEST,2026-04-27,674,404
NWO-1001,DC_WEST,2026-05-04,871,310
NWO-1001,DC_WEST,2026-05-11,843,235
NWO-1001,DC_WEST,2026-05-18,896,249
NWO-1001,DC_WEST,2026-05-25,763,476
NWO-1001,DC_WEST,2026-06-01,1579,537
NWO-1002,DC_NORTH,2023-06-05,473,139
NWO-1002,DC_NORTH,2023-06-12,482,153
NWO-1002,DC_NORTH,2023-06-19,438,176
NWO-1002,DC_NORTH,2023-06-26,318,180
NWO-1002,DC_NORTH,2023-07-03,368,152
NWO-1002,DC_NORTH,2023-07-10,367,125
NWO-1002,DC_NORTH,2023-07-17,400,127
NWO-1002,DC_NORTH,2023-07-24,358,175
NWO-1002,DC_NORTH,2023-07-31,489,154
NWO-1002,DC_NORTH,2023-08-07,518,140
NWO-1002,DC_NORTH,2023-08-14,404,178
NWO-1002,DC_NORTH,2023-08-21,365,216
NWO-1002,DC_NORTH,2023-08-28,609,120
NWO-1002,DC_NORTH,2023-09-04,485,92
NWO-1002,DC_NORTH,2023-09-11,363,126
NWO-1002,DC_NORTH,2023-09-18,358,176
NWO-1002,DC_NORTH,2023-09-25,429,136
NWO-1002,DC_NORTH,2023-10-02,347,154
NWO-1002,DC_NORTH,2023-10-09,352,121
NWO-1002,DC_NORTH,2023-10-16,356,145
NWO-1002,DC_NORTH,2023-10-23,344,129
NWO-1002,DC_NORTH,2023-10-30,330,269
NWO-1002,DC_NORTH,2023-11-06,748,190
NWO-1002,DC_NORTH,2023-11-13,636,250
NWO-1002,DC_NORTH,2023-11-20,667,149
NWO-1002,DC_NORTH,2023-11-27,428,186
NWO-1002,DC_NORTH,2023-12-04,462,146
NWO-1002,DC_NORTH,2023-12-11,508,198
NWO-1002,DC_NORTH,2023-12-18,635,219
NWO-1002,DC_NORTH,2023-12-25,512,125
NWO-1002,DC_NORTH,2024-01-01,315,126
NWO-1002,DC_NORTH,2024-01-08,370,78
NWO-1002,DC_NORTH,2024-01-15,193,91
NWO-1002,DC_NORTH,2024-01-22,294,89
NWO-1002,DC_NORTH,2024-01-29,247,114
NWO-1002,DC_NORTH,2024-02-05,274,126
NWO-1002,DC_NORTH,2024-02-12,280,121
NWO-1002,DC_NORTH,2024-02-19,349,98
NWO-1002,DC_NORTH,2024-02-26,266,127
NWO-1002,DC_NORTH,2024-03-04,275,147
NWO-1002,DC_NORTH,2024-03-11,367,120
NWO-1002,DC_NORTH,2024-03-18,289,138
NWO-1002,DC_NORTH,2024-03-25,318,120
NWO-1002,DC_NORTH,2024-04-01,214,121
NWO-1002,DC_NORTH,2024-04-08,427,120
NWO-1002,DC_NORTH,2024-04-15,391,128
NWO-1002,DC_NORTH,2024-04-22,394,127
NWO-1002,DC_NORTH,2024-04-29,439,163
NWO-1002,DC_NORTH,2024-05-06,426,134
NWO-1002,DC_NORTH,2024-05-13,262,154
NWO-1002,DC_NORTH,2024-05-20,318,168
NWO-1002,DC_NORTH,2024-05-27,390,146
NWO-1002,DC_NORTH,2024-06-03,317,156
NWO-1002,DC_NORTH,2024-06-10,339,145
NWO-1002,DC_NORTH,2024-06-17,392,145
NWO-1002,DC_NORTH,2024-06-24,338,219
NWO-1002,DC_NORTH,2024-07-01,649,173
NWO-1002,DC_NORTH,2024-07-08,385,128
NWO-1002,DC_NORTH,2024-07-15,375,165
NWO-1002,DC_NORTH,2024-07-22,400,171
NWO-1002,DC_NORTH,2024-07-29,448,200
NWO-1002,DC_NORTH,2024-08-05,413,142
