product_id,customer_id,site_id,week,pos_units,pos_dollars,base_units,incremental_units
NWO-1001,CUST_MEGA,DC_SOUTH,2024-07-22,185,36975.44,185,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-07-29,203,40574.39,203,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-08-05,228,45426.38,228,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-08-12,188,37526.74,188,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-08-19,204,40744.87,204,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-08-26,192,38274.67,192,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-09-02,174,34780.98,174,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-09-09,190,38028.45,190,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-09-16,165,32915.94,165,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-09-23,149,29797.73,149,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-09-30,226,45100.37,226,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-10-07,235,46884.32,235,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-10-14,207,41320.66,207,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-10-21,254,50742.51,254,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-10-28,204,40657.69,204,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-11-04,300,59840.06,300,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-11-11,275,54853.58,275,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-11-18,261,52038.44,261,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-11-25,280,55804.59,280,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-12-02,230,45851.18,230,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-12-09,211,42051.1,211,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-12-16,308,61460.62,308,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-12-23,381,75994.67,381,0
NWO-1001,CUST_MEGA,DC_SOUTH,2024-12-30,326,65185.22,326,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-01-06,156,31221.98,156,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-01-13,164,32646.31,164,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-01-20,168,33452.55,168,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-01-27,132,26313.47,132,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-02-03,139,27770.05,139,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-02-10,147,29441.66,147,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-02-17,163,32632.81,163,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-02-24,190,37862.29,190,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-03-03,160,31966.81,160,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-03-10,168,33582.48,168,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-03-17,190,37896.31,190,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-03-24,188,37444.38,188,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-03-31,175,34852.98,175,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-04-07,183,36620.53,183,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-04-14,232,46240.39,232,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-04-21,198,39431.58,198,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-04-28,219,43805.71,219,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-05-05,217,43250.8,217,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-05-12,153,30625.47,153,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-05-19,213,42466.34,213,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-05-26,195,38913.6,195,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-06-02,220,43983.22,220,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-06-09,209,41690.65,209,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-06-16,202,40272.1,202,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-06-23,282,56223.46,282,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-06-30,275,54915.56,275,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-07-07,243,48491.77,243,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-07-14,249,49703.91,249,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-07-21,159,31788.0,159,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-07-28,165,32862.08,165,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-04,199,39640.72,199,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-11,204,40759.05,204,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-18,263,52422.74,263,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-08-25,251,50019.12,251,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-01,201,40100.78,201,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-08,195,38886.93,195,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-15,193,38621.7,193,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-22,209,41796.17,209,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-09-29,227,45255.27,227,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-06,218,43467.05,218,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-13,214,42643.53,214,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-20,253,50585.26,253,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-10-27,181,36211.84,181,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-11-03,300,59984.62,300,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-11-10,277,55246.69,277,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-11-17,293,58535.0,293,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-11-24,307,61286.13,307,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-12-01,289,57747.44,289,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-12-08,306,61046.31,306,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-12-15,327,65245.49,327,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-12-22,283,56590.88,283,0
NWO-1001,CUST_MEGA,DC_SOUTH,2025-12-29,333,66400.88,333,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-01-05,146,29049.33,146,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-01-12,132,26263.67,132,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-01-19,148,29553.94,148,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-01-26,157,31389.29,157,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-02-02,155,30982.76,155,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-02-09,230,45991.27,230,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-02-16,215,42947.31,215,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-02-23,161,32131.37,161,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-03-02,225,45005.26,225,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-03-09,260,51983.28,260,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-03-16,225,44994.72,225,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-03-23,223,44544.1,223,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-03-30,147,29426.48,147,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-04-06,193,38478.72,193,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-04-13,179,35691.88,179,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-04-20,204,40647.33,204,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-04-27,241,48194.72,241,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-05-04,251,50039.28,251,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-05-11,181,36097.5,181,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-05-18,216,43067.19,216,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-05-25,193,38613.66,193,0
NWO-1001,CUST_MEGA,DC_SOUTH,2026-06-01,212,42313.41,212,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-06-05,160,32015.89,160,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-06-12,129,25833.4,129,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-06-19,167,33328.58,167,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-06-26,128,25465.15,128,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-07-03,168,33448.94,168,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-07-10,150,29953.93,150,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-07-17,133,26547.22,133,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-07-24,141,28100.4,141,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-07-31,176,35100.85,176,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-08-07,131,26101.86,131,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-08-14,186,37097.03,186,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-08-21,163,32481.47,163,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-08-28,134,26664.64,134,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-09-04,146,29108.95,146,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-09-11,137,27309.34,137,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-09-18,148,29517.18,148,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-09-25,150,29946.41,150,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-10-02,114,22677.3,114,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-10-09,166,33082.74,166,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-10-16,150,29868.25,150,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-10-23,143,28611.84,143,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-10-30,133,26549.81,133,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-11-06,214,42761.79,214,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-11-13,228,45476.88,228,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-11-20,184,36799.71,184,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-11-27,236,47122.98,236,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-12-04,242,48338.6,242,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-12-11,217,43257.26,217,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-12-18,229,45647.69,229,0
NWO-1001,CUST_CLUB,DC_SOUTH,2023-12-25,300,59896.02,300,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-01-01,94,18691.04,94,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-01-08,110,21973.58,110,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-01-15,134,26708.81,134,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-01-22,166,33208.84,166,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-01-29,126,25142.97,126,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-02-05,104,20688.75,104,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-02-12,133,26490.96,133,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-02-19,104,20851.24,104,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-02-26,121,24087.71,121,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-03-04,113,22461.21,113,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-03-11,173,34597.59,173,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-03-18,143,28633.83,143,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-03-25,174,34807.36,174,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-04-01,87,17301.75,87,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-04-08,126,25160.93,126,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-04-15,132,26410.84,132,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-04-22,150,30006.51,150,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-04-29,103,20645.2,103,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-05-06,106,21106.13,106,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-05-13,123,24543.27,123,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-05-20,163,32474.41,163,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-05-27,126,25168.07,126,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-06-03,168,33513.26,168,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-06-10,173,34595.54,173,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-06-17,201,40155.01,201,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-06-24,175,34863.43,175,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-07-01,170,33984.96,170,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-07-08,147,29269.04,147,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-07-15,154,30799.88,154,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-07-22,159,31705.39,159,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-07-29,157,31442.82,157,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-08-05,149,29782.46,149,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-08-12,146,29077.91,146,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-08-19,153,30588.05,153,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-08-26,150,29911.84,150,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-09-02,147,29334.43,147,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-09-09,153,30451.49,153,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-09-16,174,34802.19,174,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-09-23,182,36299.3,182,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-09-30,166,33228.7,166,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-10-07,161,32153.62,161,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-10-14,146,29193.59,146,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-10-21,169,33839.96,169,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-10-28,175,34842.79,175,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-11-04,207,41287.94,207,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-11-11,292,58337.93,292,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-11-18,219,43707.85,219,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-11-25,250,49975.63,250,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-12-02,232,46235.4,232,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-12-09,228,45434.81,228,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-12-16,196,39037.07,196,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-12-23,308,61443.68,308,0
NWO-1001,CUST_CLUB,DC_SOUTH,2024-12-30,257,51302.66,257,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-01-06,137,27410.06,137,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-01-13,166,33073.14,166,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-01-20,113,22553.59,113,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-01-27,119,23835.76,119,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-02-03,112,22310.02,112,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-02-10,117,23264.08,117,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-02-17,149,29812.59,149,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-02-24,126,25132.27,126,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-03-03,203,40497.56,203,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-03-10,172,34376.71,172,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-03-17,139,27670.34,139,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-03-24,195,38834.36,195,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-03-31,195,38898.73,195,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-04-07,149,29691.12,149,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-04-14,151,30182.54,151,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-04-21,115,22895.03,115,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-04-28,145,28981.53,145,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-05-05,191,38034.96,191,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-05-12,185,36851.37,185,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-05-19,174,34687.49,174,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-05-26,139,27654.79,139,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-06-02,189,37669.5,189,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-06-09,199,39746.2,199,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-06-16,151,30051.48,151,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-06-23,175,34931.66,175,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-06-30,241,48024.95,241,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-07-07,173,34617.19,173,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-07-14,189,37742.63,189,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-07-21,174,34750.89,174,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-07-28,157,31386.19,157,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-04,223,44523.64,223,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-11,210,42007.74,210,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-18,187,37364.95,187,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-08-25,206,41105.74,206,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-01,125,24992.38,125,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-08,118,23582.89,118,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-15,163,32443.71,163,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-22,191,38121.22,191,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-09-29,183,36613.63,183,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-06,223,44541.32,223,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-13,185,36917.76,185,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-20,217,43277.1,217,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-10-27,165,32971.23,165,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-11-03,197,39305.08,197,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-11-10,234,46680.32,234,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-11-17,288,57449.8,288,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-11-24,264,52684.53,264,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-12-01,251,50089.48,251,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-12-08,274,54783.37,274,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-12-15,335,66886.04,335,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-12-22,253,50572.38,253,0
NWO-1001,CUST_CLUB,DC_SOUTH,2025-12-29,266,53047.19,266,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-01-05,130,25954.74,130,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-01-12,148,29594.75,148,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-01-19,158,31626.0,158,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-01-26,128,25467.62,128,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-02-02,141,28168.35,141,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-02-09,110,21905.39,110,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-02-16,130,25889.29,130,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-02-23,138,27618.48,138,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-03-02,155,30945.19,155,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-03-09,195,38903.96,195,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-03-16,174,34720.34,174,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-03-23,151,30096.81,151,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-03-30,210,41938.19,210,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-04-06,161,32106.66,161,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-04-13,201,40228.03,201,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-04-20,291,36540.17,222,68
NWO-1001,CUST_CLUB,DC_SOUTH,2026-04-27,207,26027.66,161,46
NWO-1001,CUST_CLUB,DC_SOUTH,2026-05-04,184,36753.48,184,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-05-11,202,40420.89,202,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-05-18,185,37021.63,185,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-05-25,206,41037.8,206,0
NWO-1001,CUST_CLUB,DC_SOUTH,2026-06-01,253,50597.5,253,0
NWO-1001,CUST_NEST,DC_NORTH,2023-06-05,106,21256.11,106,0
NWO-1001,CUST_NEST,DC_NORTH,2023-06-12,144,28715.15,144,0
NWO-1001,CUST_NEST,DC_NORTH,2023-06-19,132,26394.88,132,0
NWO-1001,CUST_NEST,DC_NORTH,2023-06-26,100,20009.33,100,0
NWO-1001,CUST_NEST,DC_NORTH,2023-07-03,90,18067.13,90,0
NWO-1001,CUST_NEST,DC_NORTH,2023-07-10,148,29599.99,148,0
NWO-1001,CUST_NEST,DC_NORTH,2023-07-17,124,24777.1,124,0
NWO-1001,CUST_NEST,DC_NORTH,2023-07-24,131,26190.89,131,0
NWO-1001,CUST_NEST,DC_NORTH,2023-07-31,116,23105.97,116,0
NWO-1001,CUST_NEST,DC_NORTH,2023-08-07,116,23194.96,116,0
